col1,col2,col3,col4,col5
40522,9.83,-3624,98,0
45574,9.83,-3624,98,0
73604,9.83,-3624,98,0
56532,9.83,-3624,98,0
83615,9.83,-3624,98,0
63035,9.83,-3624,98,0
10728,9.83,-3624,98,0
61669,9.83,-3624,98,0
95604,9.83,-3624,98,0
96629,9.83,-3624,98,0
74455,9.83,-3624,98,0
34245,9.83,-3624,98,0
30973,9.83,-3624,98,0
1440,9.83,-3624,98,0
90226,9.83,-3624,98,0
73407,9.83,-3624,98,0
21955,9.83,-3624,98,0
28709,9.83,-3624,98,0
48640,9.83,-3624,98,0
84865,9.83,-3624,98,0
63637,9.83,-3624,98,0
50102,9.83,-3624,98,0
71478,9.83,-3624,98,0
50626,9.83,-3624,98,0
21314,9.83,-3624,98,0
11136,9.83,-3624,98,0
15807,9.83,-3624,98,0
41483,9.83,-3624,98,0
57434,9.83,-3624,98,0
8053,9.83,-3624,98,0
47956,9.83,-3624,98,0
54793,9.83,-3624,98,0
70551,9.83,-3624,98,0
1134,9.83,-3624,98,0
4562,9.83,-3624,98,0
63247,9.83,-3624,98,0
78682,9.83,-3624,98,0
85929,9.83,-3624,98,0
74533,9.83,-3624,98,0
94080,9.83,-3624,98,0
86672,9.83,-3624,98,0
94867,9.83,-3624,98,0
99736,9.83,-3624,98,0
66622,9.83,-3624,98,0
14793,9.83,-3624,98,0
13025,9.83,-3624,98,0
5095,9.83,-3624,98,0
53913,9.83,-3624,98,0
24203,9.83,-3624,98,0
46410,9.83,-3624,98,0
97019,9.83,-3624,98,0
99741,9.83,-3624,98,0
42117,9.83,-3624,98,0
11636,9.83,-3624,98,0
83129,9.83,-3624,98,0
21517,9.83,-3624,98,0
6962,9.83,-3624,98,0
79849,9.83,-3624,98,0
9316,9.83,-3624,98,0
65353,9.83,-3624,98,0
35986,9.83,-3624,98,0
30339,9.83,-3624,98,0
11746,9.83,-3624,98,0
95752,9.83,-3624,98,0
17316,9.83,-3624,98,0
30459,9.83,-3624,98,0
96939,9.83,-3624,98,0
79690,9.83,-3624,98,0
30340,9.83,-3624,98,0
71168,9.83,-3624,98,0
87221,9.83,-3624,98,0
69808,9.83,-3624,98,0
42962,9.83,-3624,98,0
85318,9.83,-3624,98,0
7319,9.83,-3624,98,0
92296,9.83,-3624,98,0
96466,9.83,-3624,98,0
94743,9.83,-3624,98,0
15686,9.83,-3624,98,0
5358,9.83,-3624,98,0
46256,9.83,-3624,98,0
74845,9.83,-3624,98,0
83189,9.83,-3624,98,0
30858,9.83,-3624,98,0
63792,9.83,-3624,98,0
45058,9.83,-3624,98,0
95735,9.83,-3624,98,0
84924,9.83,-3624,98,0
50345,9.83,-3624,98,0
84476,9.83,-3624,98,0
38143,9.83,-3624,98,0
33060,9.83,-3624,98,0
95202,9.83,-3624,98,0
92120,9.83,-3624,98,0
447,9.83,-3624,98,0
21717,9.83,-3624,98,0
58097,9.83,-3624,98,0
81239,9.83,-3624,98,0
42647,9.83,-3624,98,0
41451,9.83,-3624,98,0
53057,9.83,-3624,98,0
71961,9.83,-3624,98,0
70493,9.83,-3624,98,0
71555,9.83,-3624,98,0
78251,9.83,-3624,98,0
54233,9.83,-3624,98,0
68100,9.83,-3624,98,0
28280,9.83,-3624,98,0
39747,9.83,-3624,98,0
64499,9.83,-3624,98,0
48234,9.83,-3624,98,0
9563,9.83,-3624,98,0
91247,9.83,-3624,98,0
68512,9.83,-3624,98,0
72173,9.83,-3624,98,0
13107,9.83,-3624,98,0
74449,9.83,-3624,98,0
59845,9.83,-3624,98,0
73238,9.83,-3624,98,0
72301,9.83,-3624,98,0
90898,9.83,-3624,98,0
82635,9.83,-3624,98,0
4555,9.83,-3624,98,0
20679,9.83,-3624,98,0
61429,9.83,-3624,98,0
85812,9.83,-3624,98,0
12391,9.83,-3624,98,0
47643,9.83,-3624,98,0
82728,9.83,-3624,98,0
3854,9.83,-3624,98,0
55250,9.83,-3624,98,0
12497,9.83,-3624,98,0
48711,9.83,-3624,98,0
28439,9.83,-3624,98,0
4923,9.83,-3624,98,0
40874,9.83,-3624,98,0
87759,9.83,-3624,98,0
33541,9.83,-3624,98,0
11779,9.83,-3624,98,0
59626,9.83,-3624,98,0
68457,9.83,-3624,98,0
139,9.83,-3624,98,0
44665,9.83,-3624,98,0
42759,9.83,-3624,98,0
38217,9.83,-3624,98,0
17340,9.83,-3624,98,0
51922,9.83,-3624,98,0
46875,9.83,-3624,98,0
46676,9.83,-3624,98,0
22137,9.83,-3624,98,0
58239,9.83,-3624,98,0
54634,9.83,-3624,98,0
78177,9.83,-3624,98,0
49911,9.83,-3624,98,0
67450,9.83,-3624,98,0
44100,9.83,-3624,98,0
19864,9.83,-3624,98,0
50023,9.83,-3624,98,0
5869,9.83,-3624,98,0
26307,9.83,-3624,98,0
24188,9.83,-3624,98,0
2980,9.83,-3624,98,0
82734,9.83,-3624,98,0
16552,9.83,-3624,98,0
43131,9.83,-3624,98,0
50969,9.83,-3624,98,0
14285,9.83,-3624,98,0
69644,9.83,-3624,98,0
27225,9.83,-3624,98,0
96578,9.83,-3624,98,0
57135,9.83,-3624,98,0
53477,9.83,-3624,98,0
58019,9.83,-3624,98,0
47903,9.83,-3624,98,0
35708,9.83,-3624,98,0
4938,9.83,-3624,98,0
75152,9.83,-3624,98,0
75011,9.83,-3624,98,0
18878,9.83,-3624,98,0
55042,9.83,-3624,98,0
94493,9.83,-3624,98,0
94960,9.83,-3624,98,0
4412,9.83,-3624,98,0
70755,9.83,-3624,98,0
75784,9.83,-3624,98,0
74443,9.83,-3624,98,0
90700,9.83,-3624,98,0
36112,9.83,-3624,98,0
66696,9.83,-3624,98,0
49927,9.83,-3624,98,0
63786,9.83,-3624,98,0
59146,9.83,-3624,98,0
78358,9.83,-3624,98,0
47778,9.83,-3624,98,0
46427,9.83,-3624,98,0
13499,9.83,-3624,98,0
5732,9.83,-3624,98,0
45909,9.83,-3624,98,0
94392,9.83,-3624,98,0
82588,9.83,-3624,98,0
11854,9.83,-3624,98,0
80683,9.83,-3624,98,0
52372,9.83,-3624,98,0
73688,9.83,-3624,98,0
85345,9.83,-3624,98,0
51572,9.83,-3624,98,0
82157,9.83,-3624,98,0
45487,9.83,-3624,98,0
95986,9.83,-3624,98,0
76735,9.83,-3624,98,0
57502,9.83,-3624,98,0
78029,9.83,-3624,98,0
23638,9.83,-3624,98,0
8944,9.83,-3624,98,0
64081,9.83,-3624,98,0
67911,9.83,-3624,98,0
71246,9.83,-3624,98,0
40973,9.83,-3624,98,0
504,9.83,-3624,98,0
20672,9.83,-3624,98,0
43389,9.83,-3624,98,0
63555,9.83,-3624,98,0
90602,9.83,-3624,98,0
65139,9.83,-3624,98,0
20875,9.83,-3624,98,0
56891,9.83,-3624,98,0
25819,9.83,-3624,98,0
27645,9.83,-3624,98,0
43523,9.83,-3624,98,0
70144,9.83,-3624,98,0
74691,9.83,-3624,98,0
85322,9.83,-3624,98,0
30757,9.83,-3624,98,0
42411,9.83,-3624,98,0
3342,9.83,-3624,98,0
69086,9.83,-3624,98,0
96992,9.83,-3624,98,0
28058,9.83,-3624,98,0
9415,9.83,-3624,98,0
72299,9.83,-3624,98,0
78858,9.83,-3624,98,0
95469,9.83,-3624,98,0
37572,9.83,-3624,98,0
59383,9.83,-3624,98,0
12210,9.83,-3624,98,0
4439,9.83,-3624,98,0
22607,9.83,-3624,98,0
11812,9.83,-3624,98,0
3757,9.83,-3624,98,0
1299,9.83,-3624,98,0
52487,9.83,-3624,98,0
36191,9.83,-3624,98,0
54825,9.83,-3624,98,0
53721,9.83,-3624,98,0
59722,9.83,-3624,98,0
23310,9.83,-3624,98,0
24108,9.83,-3624,98,0
18657,9.83,-3624,98,0
35033,9.83,-3624,98,0
59539,9.83,-3624,98,0
75693,9.83,-3624,98,0
80686,9.83,-3624,98,0
12943,9.83,-3624,98,0
16390,9.83,-3624,98,0
43264,9.83,-3624,98,0
16141,9.83,-3624,98,0
42357,9.83,-3624,98,0
32265,9.83,-3624,98,0
86673,9.83,-3624,98,0
49922,9.83,-3624,98,0
65747,9.83,-3624,98,0
19263,9.83,-3624,98,0
99243,9.83,-3624,98,0
14988,9.83,-3624,98,0
58654,9.83,-3624,98,0
64726,9.83,-3624,98,0
83581,9.83,-3624,98,0
22361,9.83,-3624,98,0
5239,9.83,-3624,98,0
83031,9.83,-3624,98,0
28487,9.83,-3624,98,0
88606,9.83,-3624,98,0
1823,9.83,-3624,98,0
91122,9.83,-3624,98,0
67410,9.83,-3624,98,0
22751,9.83,-3624,98,0
28572,9.83,-3624,98,0
8801,9.83,-3624,98,0
21826,9.83,-3624,98,0
37791,9.83,-3624,98,0
80929,9.83,-3624,98,0
85247,9.83,-3624,98,0
45206,9.83,-3624,98,0
55767,9.83,-3624,98,0
96158,9.83,-3624,98,0
1452,9.83,-3624,98,0
18710,9.83,-3624,98,0
90236,9.83,-3624,98,0
60203,9.83,-3624,98,0
37386,9.83,-3624,98,0
8534,9.83,-3624,98,0
63201,9.83,-3624,98,0
89037,9.83,-3624,98,0
28057,9.83,-3624,98,0
42597,9.83,-3624,98,0
98357,9.83,-3624,98,0
95959,9.83,-3624,98,0
18881,9.83,-3624,98,0
53804,9.83,-3624,98,0
14165,9.83,-3624,98,0
94244,9.83,-3624,98,0
84997,9.83,-3624,98,0
42896,9.83,-3624,98,0
11293,9.83,-3624,98,0
20426,9.83,-3624,98,0
81750,9.83,-3624,98,0
46096,9.83,-3624,98,0
85890,9.83,-3624,98,0
77348,9.83,-3624,98,0
5809,9.83,-3624,98,0
45219,9.83,-3624,98,0
44577,9.83,-3624,98,0
25083,9.83,-3624,98,0
36658,9.83,-3624,98,0
34452,9.83,-3624,98,0
90652,9.83,-3624,98,0
26618,9.83,-3624,98,0
11412,9.83,-3624,98,0
48277,9.83,-3624,98,0
65069,9.83,-3624,98,0
32128,9.83,-3624,98,0
15723,9.83,-3624,98,0
40193,9.83,-3624,98,0
43635,9.83,-3624,98,0
44717,9.83,-3624,98,0
34065,9.83,-3624,98,0
23637,9.83,-3624,98,0
992,9.83,-3624,98,0
98691,9.83,-3624,98,0
15255,9.83,-3624,98,0
30003,9.83,-3624,98,0
7463,9.83,-3624,98,0
74102,9.83,-3624,98,0
2152,9.83,-3624,98,0
5623,9.83,-3624,98,0
20166,9.83,-3624,98,0
12390,9.83,-3624,98,0
39536,9.83,-3624,98,0
77932,9.83,-3624,98,0
33428,9.83,-3624,98,0
53428,9.83,-3624,98,0
4453,9.83,-3624,98,0
84545,9.83,-3624,98,0
92667,9.83,-3624,98,0
40497,9.83,-3624,98,0
3044,9.83,-3624,98,0
95169,9.83,-3624,98,0
72527,9.83,-3624,98,0
39717,9.83,-3624,98,0
1327,9.83,-3624,98,0
55695,9.83,-3624,98,0
86301,9.83,-3624,98,0
94928,9.83,-3624,98,0
39831,9.83,-3624,98,0
32610,9.83,-3624,98,0
89502,9.83,-3624,98,0
70095,9.83,-3624,98,0
57126,9.83,-3624,98,0
30444,9.83,-3624,98,0
82886,9.83,-3624,98,0
22779,9.83,-3624,98,0
90427,9.83,-3624,98,0
35461,9.83,-3624,98,0
77309,9.83,-3624,98,0
95258,9.83,-3624,98,0
30856,9.83,-3624,98,0
41331,9.83,-3624,98,0
77735,9.83,-3624,98,0
27159,9.83,-3624,98,0
34768,9.83,-3624,98,0
96149,9.83,-3624,98,0
23422,9.83,-3624,98,0
55000,9.83,-3624,98,0
25339,9.83,-3624,98,0
87140,9.83,-3624,98,0
10157,9.83,-3624,98,0
71969,9.83,-3624,98,0
86541,9.83,-3624,98,0
64725,9.83,-3624,98,0
32976,9.83,-3624,98,0
45556,9.83,-3624,98,0
88637,9.83,-3624,98,0
61616,9.83,-3624,98,0
57189,9.83,-3624,98,0
81996,9.83,-3624,98,0
31982,9.83,-3624,98,0
30296,9.83,-3624,98,0
99721,9.83,-3624,98,0
18496,9.83,-3624,98,0
8461,9.83,-3624,98,0
80693,9.83,-3624,98,0
2092,9.83,-3624,98,0
38310,9.83,-3624,98,0
28615,9.83,-3624,98,0
88287,9.83,-3624,98,0
24948,9.83,-3624,98,0
92491,9.83,-3624,98,0
43850,9.83,-3624,98,0
31775,9.83,-3624,98,0
70576,9.83,-3624,98,0
29296,9.83,-3624,98,0
62444,9.83,-3624,98,0
34053,9.83,-3624,98,0
61195,9.83,-3624,98,0
13858,9.83,-3624,98,0
1770,9.83,-3624,98,0
50935,9.83,-3624,98,0
74146,9.83,-3624,98,0
12567,9.83,-3624,98,0
10593,9.83,-3624,98,0
15908,9.83,-3624,98,0
36088,9.83,-3624,98,0
87473,9.83,-3624,98,0
85202,9.83,-3624,98,0
24306,9.83,-3624,98,0
24231,9.83,-3624,98,0
89726,9.83,-3624,98,0
90867,9.83,-3624,98,0
97189,9.83,-3624,98,0
78819,9.83,-3624,98,0
50471,9.83,-3624,98,0
41808,9.83,-3624,98,0
15105,9.83,-3624,98,0
6039,9.83,-3624,98,0
96481,9.83,-3624,98,0
65854,9.83,-3624,98,0
46072,9.83,-3624,98,0
26714,9.83,-3624,98,0
37886,9.83,-3624,98,0
29468,9.83,-3624,98,0
5374,9.83,-3624,98,0
45748,9.83,-3624,98,0
2854,9.83,-3624,98,0
39529,9.83,-3624,98,0
65438,9.83,-3624,98,0
70612,9.83,-3624,98,0
89616,9.83,-3624,98,0
82929,9.83,-3624,98,0
48341,9.83,-3624,98,0
19632,9.83,-3624,98,0
60368,9.83,-3624,98,0
66054,9.83,-3624,98,0
98912,9.83,-3624,98,0
57444,9.83,-3624,98,0
52702,9.83,-3624,98,0
55327,9.83,-3624,98,0
62794,9.83,-3624,98,0
71633,9.83,-3624,98,0
24618,9.83,-3624,98,0
72818,9.83,-3624,98,0
95095,9.83,-3624,98,0
58494,9.83,-3624,98,0
48500,9.83,-3624,98,0
56042,9.83,-3624,98,0
65116,9.83,-3624,98,0
38046,9.83,-3624,98,0
22460,9.83,-3624,98,0
82109,9.83,-3624,98,0
43014,9.83,-3624,98,0
26269,9.83,-3624,98,0
57775,9.83,-3624,98,0
19344,9.83,-3624,98,0
98214,9.83,-3624,98,0
7393,9.83,-3624,98,0
84172,9.83,-3624,98,0
71075,9.83,-3624,98,0
58442,9.83,-3624,98,0
76225,9.83,-3624,98,0
44219,9.83,-3624,98,0
57889,9.83,-3624,98,0
99380,9.83,-3624,98,0
64577,9.83,-3624,98,0
72235,9.83,-3624,98,0
41202,9.83,-3624,98,0
86733,9.83,-3624,98,0
61519,9.83,-3624,98,0
2525,9.83,-3624,98,0
48119,9.83,-3624,98,0
36367,9.83,-3624,98,0
15816,9.83,-3624,98,0
61861,9.83,-3624,98,0
46729,9.83,-3624,98,0
56852,9.83,-3624,98,0
83097,9.83,-3624,98,0
12367,9.83,-3624,98,0
53896,9.83,-3624,98,0
57047,9.83,-3624,98,0
75038,9.83,-3624,98,0
62619,9.83,-3624,98,0
33553,9.83,-3624,98,0
55197,9.83,-3624,98,0
25300,9.83,-3624,98,0
96935,9.83,-3624,98,0
11307,9.83,-3624,98,0
57953,9.83,-3624,98,0
18293,9.83,-3624,98,0
10822,9.83,-3624,98,0
32392,9.83,-3624,98,0
31688,9.83,-3624,98,0
24156,9.83,-3624,98,0
51615,9.83,-3624,98,0
9010,9.83,-3624,98,0
67527,9.83,-3624,98,0
6787,9.83,-3624,98,0
27038,9.83,-3624,98,0
39880,9.83,-3624,98,0
95481,9.83,-3624,98,0
44723,9.83,-3624,98,0
36381,9.83,-3624,98,0
1091,9.83,-3624,98,0
18626,9.83,-3624,98,0
32591,9.83,-3624,98,0
24905,9.83,-3624,98,0
8166,9.83,-3624,98,0
73333,9.83,-3624,98,0
84928,9.83,-3624,98,0
94353,9.83,-3624,98,0
95831,9.83,-3624,98,0
31355,9.83,-3624,98,0
88604,9.83,-3624,98,0
16904,9.83,-3624,98,0
91784,9.83,-3624,98,0
39801,9.83,-3624,98,0
1946,9.83,-3624,98,0
95146,9.83,-3624,98,0
80223,9.83,-3624,98,0
11640,9.83,-3624,98,0
99786,9.83,-3624,98,0
48862,9.83,-3624,98,0
15414,9.83,-3624,98,0
68526,9.83,-3624,98,0
47661,9.83,-3624,98,0
51396,9.83,-3624,98,0
80161,9.83,-3624,98,0
4819,9.83,-3624,98,0
22635,9.83,-3624,98,0
20507,9.83,-3624,98,0
30717,9.83,-3624,98,0
47525,9.83,-3624,98,0
94183,9.83,-3624,98,0
15369,9.83,-3624,98,0
58460,9.83,-3624,98,0
77995,9.83,-3624,98,0
33171,9.83,-3624,98,0
87028,9.83,-3624,98,0
15296,9.83,-3624,98,0
57917,9.83,-3624,98,0
57585,9.83,-3624,98,0
62654,9.83,-3624,98,0
66912,9.83,-3624,98,0
69635,9.83,-3624,98,0
24853,9.83,-3624,98,0
83485,9.83,-3624,98,0
59740,9.83,-3624,98,0
36147,9.83,-3624,98,0
62852,9.83,-3624,98,0
15363,9.83,-3624,98,0
80858,9.83,-3624,98,0
30946,9.83,-3624,98,0
40643,9.83,-3624,98,0
38196,9.83,-3624,98,0
74322,9.83,-3624,98,0
91180,9.83,-3624,98,0
11887,9.83,-3624,98,0
36342,9.83,-3624,98,0
66285,9.83,-3624,98,0
36807,9.83,-3624,98,0
55849,9.83,-3624,98,0
86621,9.83,-3624,98,0
37008,9.83,-3624,98,0
52025,9.83,-3624,98,0
79636,9.83,-3624,98,0
38701,9.83,-3624,98,0
49210,9.83,-3624,98,0
11500,9.83,-3624,98,0
67863,9.83,-3624,98,0
10865,9.83,-3624,98,0
38501,9.83,-3624,98,0
52341,9.83,-3624,98,0
76072,9.83,-3624,98,0
25563,9.83,-3624,98,0
41875,9.83,-3624,98,0
49825,9.83,-3624,98,0
28355,9.83,-3624,98,0
56931,9.83,-3624,98,0
2132,9.83,-3624,98,0
20749,9.83,-3624,98,0
58391,9.83,-3624,98,0
63076,9.83,-3624,98,0
85787,9.83,-3624,98,0
27155,9.83,-3624,98,0
17533,9.83,-3624,98,0
28015,9.83,-3624,98,0
84415,9.83,-3624,98,0
73186,9.83,-3624,98,0
24477,9.83,-3624,98,0
91472,9.83,-3624,98,0
67241,9.83,-3624,98,0
84910,9.83,-3624,98,0
64773,9.83,-3624,98,0
27326,9.83,-3624,98,0
19851,9.83,-3624,98,0
30343,9.83,-3624,98,0
97037,9.83,-3624,98,0
33537,9.83,-3624,98,0
60074,9.83,-3624,98,0
71795,9.83,-3624,98,0
77850,9.83,-3624,98,0
14960,9.83,-3624,98,0
9732,9.83,-3624,98,0
62449,9.83,-3624,98,0
38070,9.83,-3624,98,0
68484,9.83,-3624,98,0
11133,9.83,-3624,98,0
88521,9.83,-3624,98,0
19589,9.83,-3624,98,0
3835,9.83,-3624,98,0
84591,9.83,-3624,98,0
24125,9.83,-3624,98,0
1687,9.83,-3624,98,0
901,9.83,-3624,98,0
94615,9.83,-3624,98,0
2051,9.83,-3624,98,0
22360,9.83,-3624,98,0
13877,9.83,-3624,98,0
81426,9.83,-3624,98,0
55634,9.83,-3624,98,0
14943,9.83,-3624,98,0
3596,9.83,-3624,98,0
48441,9.83,-3624,98,0
22068,9.83,-3624,98,0
28103,9.83,-3624,98,0
99283,9.83,-3624,98,0
56319,9.83,-3624,98,0
22791,9.83,-3624,98,0
93816,9.83,-3624,98,0
12360,9.83,-3624,98,0
81900,9.83,-3624,98,0
8669,9.83,-3624,98,0
91096,9.83,-3624,98,0
19806,9.83,-3624,98,0
21770,9.83,-3624,98,0
48179,9.83,-3624,98,0
74948,9.83,-3624,98,0
56918,9.83,-3624,98,0
34,9.83,-3624,98,0
63825,9.83,-3624,98,0
52485,9.83,-3624,98,0
65517,9.83,-3624,98,0
17429,9.83,-3624,98,0
79603,9.83,-3624,98,0
34748,9.83,-3624,98,0
87022,9.83,-3624,98,0
74308,9.83,-3624,98,0
32142,9.83,-3624,98,0
27621,9.83,-3624,98,0
80299,9.83,-3624,98,0
72034,9.83,-3624,98,0
15984,9.83,-3624,98,0
27719,9.83,-3624,98,0
90990,9.83,-3624,98,0
59112,9.83,-3624,98,0
3054,9.83,-3624,98,0
17568,9.83,-3624,98,0
85949,9.83,-3624,98,0
44858,9.83,-3624,98,0
3847,9.83,-3624,98,0
82106,9.83,-3624,98,0
37468,9.83,-3624,98,0
90296,9.83,-3624,98,0
73878,9.83,-3624,98,0
39651,9.83,-3624,98,0
60615,9.83,-3624,98,0
93697,9.83,-3624,98,0
172,9.83,-3624,98,0
58953,9.83,-3624,98,0
38276,9.83,-3624,98,0
94884,9.83,-3624,98,0
47370,9.83,-3624,98,0
52861,9.83,-3624,98,0
41002,9.83,-3624,98,0
52432,9.83,-3624,98,0
45508,9.83,-3624,98,0
55322,9.83,-3624,98,0
81324,9.83,-3624,98,0
57249,9.83,-3624,98,0
14259,9.83,-3624,98,0
11484,9.83,-3624,98,0
69973,9.83,-3624,98,0
24045,9.83,-3624,98,0
39026,9.83,-3624,98,0
4590,9.83,-3624,98,0
88033,9.83,-3624,98,0
43838,9.83,-3624,98,0
10516,9.83,-3624,98,0
88549,9.83,-3624,98,0
86333,9.83,-3624,98,0
64286,9.83,-3624,98,0
16010,9.83,-3624,98,0
11550,9.83,-3624,98,0
69565,9.83,-3624,98,0
98122,9.83,-3624,98,0
48969,9.83,-3624,98,0
4386,9.83,-3624,98,0
52367,9.83,-3624,98,0
8417,9.83,-3624,98,0
30335,9.83,-3624,98,0
70874,9.83,-3624,98,0
80332,9.83,-3624,98,0
37665,9.83,-3624,98,0
15720,9.83,-3624,98,0
5406,9.83,-3624,98,0
11155,9.83,-3624,98,0
70983,9.83,-3624,98,0
55529,9.83,-3624,98,0
25643,9.83,-3624,98,0
5862,9.83,-3624,98,0
79571,9.83,-3624,98,0
5936,9.83,-3624,98,0
16632,9.83,-3624,98,0
32086,9.83,-3624,98,0
34990,9.83,-3624,98,0
65689,9.83,-3624,98,0
93222,9.83,-3624,98,0
53528,9.83,-3624,98,0
17767,9.83,-3624,98,0
63721,9.83,-3624,98,0
6212,9.83,-3624,98,0
35177,9.83,-3624,98,0
39343,9.83,-3624,98,0
73063,9.83,-3624,98,0
98966,9.83,-3624,98,0
89644,9.83,-3624,98,0
84016,9.83,-3624,98,0
21335,9.83,-3624,98,0
5168,9.83,-3624,98,0
34102,9.83,-3624,98,0
55117,9.83,-3624,98,0
49123,9.83,-3624,98,0
60360,9.83,-3624,98,0
19783,9.83,-3624,98,0
14156,9.83,-3624,98,0
69596,9.83,-3624,98,0
72501,9.83,-3624,98,0
7811,9.83,-3624,98,0
538,9.83,-3624,98,0
47792,9.83,-3624,98,0
91141,9.83,-3624,98,0
19958,9.83,-3624,98,0
92725,9.83,-3624,98,0
94958,9.83,-3624,98,0
88984,9.83,-3624,98,0
59696,9.83,-3624,98,0
54434,9.83,-3624,98,0
33277,9.83,-3624,98,0
82394,9.83,-3624,98,0
93689,9.83,-3624,98,0
33472,9.83,-3624,98,0
94850,9.83,-3624,98,0
93857,9.83,-3624,98,0
99244,9.83,-3624,98,0
50658,9.83,-3624,98,0
72753,9.83,-3624,98,0
64572,9.83,-3624,98,0
62441,9.83,-3624,98,0
20685,9.83,-3624,98,0
35228,9.83,-3624,98,0
25422,9.83,-3624,98,0
28492,9.83,-3624,98,0
85743,9.83,-3624,98,0
22728,9.83,-3624,98,0
76917,9.83,-3624,98,0
39630,9.83,-3624,98,0
50313,9.83,-3624,98,0
16657,9.83,-3624,98,0
13899,9.83,-3624,98,0
1526,9.83,-3624,98,0
88782,9.83,-3624,98,0
23195,9.83,-3624,98,0
41583,9.83,-3624,98,0
99692,9.83,-3624,98,0
44969,9.83,-3624,98,0
9806,9.83,-3624,98,0
8306,9.83,-3624,98,0
52172,9.83,-3624,98,0
9627,9.83,-3624,98,0
89119,9.83,-3624,98,0
42751,9.83,-3624,98,0
93219,9.83,-3624,98,0
71427,9.83,-3624,98,0
50930,9.83,-3624,98,0
96532,9.83,-3624,98,0
31692,9.83,-3624,98,0
92432,9.83,-3624,98,0
22687,9.83,-3624,98,0
54325,9.83,-3624,98,0
30305,9.83,-3624,98,0
24711,9.83,-3624,98,0
1215,9.83,-3624,98,0
51544,9.83,-3624,98,0
3189,9.83,-3624,98,0
94589,9.83,-3624,98,0
3880,9.83,-3624,98,0
37581,9.83,-3624,98,0
55063,9.83,-3624,98,0
41929,9.83,-3624,98,0
89876,9.83,-3624,98,0
98137,9.83,-3624,98,0
12747,9.83,-3624,98,0
94303,9.83,-3624,98,0
3334,9.83,-3624,98,0
79746,9.83,-3624,98,0
98979,9.83,-3624,98,0
11411,9.83,-3624,98,0
2341,9.83,-3624,98,0
21344,9.83,-3624,98,0
62485,9.83,-3624,98,0
26767,9.83,-3624,98,0
86309,9.83,-3624,98,0
89548,9.83,-3624,98,0
15025,9.83,-3624,98,0
16505,9.83,-3624,98,0
53902,9.83,-3624,98,0
13121,9.83,-3624,98,0
77512,9.83,-3624,98,0
54626,9.83,-3624,98,0
68828,9.83,-3624,98,0
10119,9.83,-3624,98,0
18535,9.83,-3624,98,0
47709,9.83,-3624,98,0
5296,9.83,-3624,98,0
19302,9.83,-3624,98,0
14742,9.83,-3624,98,0
43302,9.83,-3624,98,0
50690,9.83,-3624,98,0
27210,9.83,-3624,98,0
85205,9.83,-3624,98,0
80393,9.83,-3624,98,0
72638,9.83,-3624,98,0
92396,9.83,-3624,98,0
68368,9.83,-3624,98,0
84714,9.83,-3624,98,0
65670,9.83,-3624,98,0
22560,9.83,-3624,98,0
73256,9.83,-3624,98,0
63663,9.83,-3624,98,0
22033,9.83,-3624,98,0
76093,9.83,-3624,98,0
52161,9.83,-3624,98,0
25548,9.83,-3624,98,0
45464,9.83,-3624,98,0
21364,9.83,-3624,98,0
9466,9.83,-3624,98,0
6511,9.83,-3624,98,0
11322,9.83,-3624,98,0
49560,9.83,-3624,98,0
81214,9.83,-3624,98,0
94934,9.83,-3624,98,0
78642,9.83,-3624,98,0
8064,9.83,-3624,98,0
30576,9.83,-3624,98,0
41245,9.83,-3624,98,0
14549,9.83,-3624,98,0
52311,9.83,-3624,98,0
15481,9.83,-3624,98,0
56485,9.83,-3624,98,0
84649,9.83,-3624,98,0
20994,9.83,-3624,98,0
12504,9.83,-3624,98,0
39989,9.83,-3624,98,0
67509,9.83,-3624,98,0
25911,9.83,-3624,98,0
73294,9.83,-3624,98,0
57201,9.83,-3624,98,0
65988,9.83,-3624,98,0
92511,9.83,-3624,98,0
33065,9.83,-3624,98,0
66567,9.83,-3624,98,0
52858,9.83,-3624,98,0
15972,9.83,-3624,98,0
44794,9.83,-3624,98,0
63205,9.83,-3624,98,0
86750,9.83,-3624,98,0
50974,9.83,-3624,98,0
87683,9.83,-3624,98,0
33437,9.83,-3624,98,0
11333,9.83,-3624,98,0
69497,9.83,-3624,98,0
77061,9.83,-3624,98,0
21025,9.83,-3624,98,0
60485,9.83,-3624,98,0
61282,9.83,-3624,98,0
22819,9.83,-3624,98,0
18073,9.83,-3624,98,0
75657,9.83,-3624,98,0
6683,9.83,-3624,98,0
8078,9.83,-3624,98,0
71784,9.83,-3624,98,0
19054,9.83,-3624,98,0
88211,9.83,-3624,98,0
48031,9.83,-3624,98,0
55389,9.83,-3624,98,0
72252,9.83,-3624,98,0
96777,9.83,-3624,98,0
53533,9.83,-3624,98,0
23982,9.83,-3624,98,0
98785,9.83,-3624,98,0
25347,9.83,-3624,98,0
52866,9.83,-3624,98,0
81927,9.83,-3624,98,0
76737,9.83,-3624,98,0
79508,9.83,-3624,98,0
51156,9.83,-3624,98,0
23147,9.83,-3624,98,0
18268,9.83,-3624,98,0
86414,9.83,-3624,98,0
42612,9.83,-3624,98,0
90978,9.83,-3624,98,0
27427,9.83,-3624,98,0
29986,9.83,-3624,98,0
48171,9.83,-3624,98,0
67674,9.83,-3624,98,0
